subject_id,spider score,swiss score, Parent CTX_image, center latitude, center longitude,CTX center x position,CTX center y position
490251,0.000,0.000,"G14_023591_0996_XN_80S284W",-80.15,74.02,1200,10500
490252,0.038,0.000,"G14_023591_0996_XN_80S284W",-80.09,73.91,1200,11100
490253,0.000,0.000,"G14_023591_0996_XN_80S284W",-80.03,73.80,1200,11700
490254,0.090,0.040,"G14_023591_0996_XN_80S284W",-79.97,73.69,1200,12300
490255,0.081,0.000,"G14_023591_0996_XN_80S284W",-79.92,73.58,1200,12900
490256,0.033,0.087,"G14_023591_0996_XN_80S284W",-81.10,76.54,2000,300
490257,0.191,0.064,"G14_023591_0996_XN_80S284W",-81.04,76.40,2000,900
490258,0.139,0.316,"G14_023591_0996_XN_80S284W",-80.99,76.26,2000,1500
490259,0.144,0.147,"G14_023591_0996_XN_80S284W",-80.93,76.13,2000,2100
490260,0.139,0.093,"G14_023591_0996_XN_80S284W",-80.87,76.00,2000,2700
490261,0.807,0.044,"G14_023591_0996_XN_80S284W",-80.82,75.87,2000,3300
490262,0.909,0.090,"G14_023591_0996_XN_80S284W",-80.76,75.74,2000,3900
490263,0.278,0.177,"G14_023591_0996_XN_80S284W",-80.70,75.61,2000,4500
490264,0.100,0.145,"G14_023591_0996_XN_80S284W",-80.64,75.48,2000,5100
490265,0.041,0.044,"G14_023591_0996_XN_80S284W",-80.59,75.35,2000,5700
490266,0.043,0.000,"G14_023591_0996_XN_80S284W",-80.53,75.23,2000,6300
490267,0.084,0.164,"G14_023591_0996_XN_80S284W",-80.47,75.10,2000,6900
490268,0.088,0.131,"G14_023591_0996_XN_80S284W",-80.41,74.98,2000,7500
490269,0.090,0.096,"G14_023591_0996_XN_80S284W",-80.36,74.86,2000,8100
490270,0.042,0.079,"G14_023591_0996_XN_80S284W",-80.30,74.74,2000,8700
490271,0.045,0.043,"G14_023591_0996_XN_80S284W",-80.24,74.62,2000,9300
490272,0.039,0.048,"G14_023591_0996_XN_80S284W",-80.18,74.51,2000,9900
490273,0.000,0.000,"G14_023591_0996_XN_80S284W",-80.13,74.39,2000,10500
490274,0.089,0.000,"G14_023591_0996_XN_80S284W",-80.07,74.28,2000,11100
490275,0.171,0.046,"G14_023591_0996_XN_80S284W",-80.01,74.16,2000,11700
490276,0.093,0.092,"G14_023591_0996_XN_80S284W",-79.95,74.05,2000,12300
490277,0.096,0.046,"G14_023591_0996_XN_80S284W",-79.90,73.94,2000,12900
490278,0.049,0.092,"G14_023591_0996_XN_80S284W",-81.08,76.94,2800,300
490279,0.175,0.000,"G14_023591_0996_XN_80S284W",-81.02,76.80,2800,900
490280,0.000,0.296,"G14_023591_0996_XN_80S284W",-80.96,76.66,2800,1500
490281,0.171,0.043,"G14_023591_0996_XN_80S284W",-80.91,76.53,2800,2100
490282,0.034,0.062,"G14_023591_0996_XN_80S284W",-80.85,76.39,2800,2700
490283,0.045,0.171,"G14_023591_0996_XN_80S284W",-80.79,76.26,2800,3300
490284,0.235,0.087,"G14_023591_0996_XN_80S284W",-80.74,76.13,2800,3900
490285,0.096,0.000,"G14_023591_0996_XN_80S284W",-80.68,76.00,2800,4500
490286,0.044,0.075,"G14_023591_0996_XN_80S284W",-80.62,75.86,2800,5100
490287,0.000,0.000,"G14_023591_0996_XN_80S284W",-80.56,75.74,2800,5700
490288,0.147,0.120,"G14_023591_0996_XN_80S284W",-80.51,75.61,2800,6300
490289,0.099,0.089,"G14_023591_0996_XN_80S284W",-80.45,75.48,2800,6900
490290,0.000,0.172,"G14_023591_0996_XN_80S284W",-80.39,75.36,2800,7500
490291,0.137,0.167,"G14_023591_0996_XN_80S284W",-80.33,75.24,2800,8100
490292,0.172,0.222,"G14_023591_0996_XN_80S284W",-80.28,75.12,2800,8700
490293,0.046,0.036,"G14_023591_0996_XN_80S284W",-80.22,75.00,2800,9300
490294,0.000,0.000,"G14_023591_0996_XN_80S284W",-80.16,74.88,2800,9900
490295,0.040,0.088,"G14_023591_0996_XN_80S284W",-80.10,74.76,2800,10500
490296,0.049,0.091,"G14_023591_0996_XN_80S284W",-80.05,74.65,2800,11100
490297,0.097,0.029,"G14_023591_0996_XN_80S284W",-79.99,74.53,2800,11700
490298,0.274,0.050,"G14_023591_0996_XN_80S284W",-79.93,74.42,2800,12300
490299,0.322,0.000,"G14_023591_0996_XN_80S284W",-79.87,74.30,2800,12900
490300,0.000,0.189,"G14_023591_0996_XN_80S284W",-81.05,77.34,3600,300
490301,0.243,0.049,"G14_023591_0996_XN_80S284W",-81.00,77.20,3600,900
490302,0.128,0.219,"G14_023591_0996_XN_80S284W",-80.94,77.06,3600,1500
490303,0.233,0.108,"G14_023591_0996_XN_80S284W",-80.88,76.92,3600,2100
490304,0.171,0.128,"G14_023591_0996_XN_80S284W",-80.83,76.78,3600,2700
490305,0.089,0.126,"G14_023591_0996_XN_80S284W",-80.77,76.65,3600,3300
490306,0.000,0.041,"G14_023591_0996_XN_80S284W",-80.71,76.52,3600,3900
490307,0.052,0.049,"G14_023591_0996_XN_80S284W",-80.66,76.38,3600,4500
490308,0.096,0.000,"G14_023591_0996_XN_80S284W",-80.60,76.25,3600,5100
490309,0.183,0.043,"G14_023591_0996_XN_80S284W",-80.54,76.12,3600,5700
490310,0.000,0.091,"G14_023591_0996_XN_80S284W",-80.48,75.99,3600,6300
490311,0.093,0.142,"G14_023591_0996_XN_80S284W",-80.43,75.86,3600,6900
490312,0.045,0.039,"G14_023591_0996_XN_80S284W",-80.37,75.74,3600,7500
490313,0.061,0.149,"G14_023591_0996_XN_80S284W",-80.31,75.61,3600,8100
490314,0.046,0.042,"G14_023591_0996_XN_80S284W",-80.25,75.49,3600,8700
490315,0.050,0.178,"G14_023591_0996_XN_80S284W",-80.20,75.37,3600,9300
490316,0.043,0.059,"G14_023591_0996_XN_80S284W",-80.14,75.25,3600,9900
490317,0.111,0.076,"G14_023591_0996_XN_80S284W",-80.08,75.13,3600,10500
490318,0.089,0.044,"G14_023591_0996_XN_80S284W",-80.03,75.01,3600,11100
490319,0.048,0.000,"G14_023591_0996_XN_80S284W",-79.97,74.90,3600,11700
490320,0.100,0.000,"G14_023591_0996_XN_80S284W",-79.91,74.78,3600,12300
490321,0.220,0.000,"G14_023591_0996_XN_80S284W",-79.85,74.67,3600,12900
490322,0.243,0.000,"G14_023591_0996_XN_80S284W",-81.03,77.74,4400,300
490323,0.199,0.186,"G14_023591_0996_XN_80S284W",-80.97,77.60,4400,900
490324,0.050,0.103,"G14_023591_0996_XN_80S284W",-80.92,77.45,4400,1500
490325,0.152,0.149,"G14_023591_0996_XN_80S284W",-80.86,77.31,4400,2100
490326,0.137,0.261,"G14_023591_0996_XN_80S284W",-80.80,77.17,4400,2700
490327,0.082,0.140,"G14_023591_0996_XN_80S284W",-80.75,77.04,4400,3300
490328,0.195,0.196,"G14_023591_0996_XN_80S284W",-80.69,76.90,4400,3900
490329,0.087,0.131,"G14_023591_0996_XN_80S284W",-80.63,76.76,4400,4500
490330,0.047,0.179,"G14_023591_0996_XN_80S284W",-80.57,76.63,4400,5100
490331,0.410,0.040,"G14_023591_0996_XN_80S284W",-80.52,76.50,4400,5700
490332,0.180,0.000,"G14_023591_0996_XN_80S284W",-80.46,76.37,4400,6300
490333,0.226,0.089,"G14_023591_0996_XN_80S284W",-80.40,76.24,4400,6900
490334,0.000,0.151,"G14_023591_0996_XN_80S284W",-80.35,76.11,4400,7500
490335,0.089,0.131,"G14_023591_0996_XN_80S284W",-80.29,75.99,4400,8100
490336,0.086,0.089,"G14_023591_0996_XN_80S284W",-80.23,75.86,4400,8700
490337,0.000,0.270,"G14_023591_0996_XN_80S284W",-80.17,75.74,4400,9300
490338,0.178,0.041,"G14_023591_0996_XN_80S284W",-80.12,75.62,4400,9900
490339,0.043,0.039,"G14_023591_0996_XN_80S284W",-80.06,75.50,4400,10500
490340,0.046,0.046,"G14_023591_0996_XN_80S284W",-80.00,75.38,4400,11100
490341,0.083,0.000,"G14_023591_0996_XN_80S284W",-79.95,75.26,4400,11700
490342,0.141,0.045,"G14_023591_0996_XN_80S284W",-79.89,75.14,4400,12300
490343,0.350,0.000,"G14_023591_0996_XN_80S284W",-79.83,75.02,4400,12900
486148,0.037,0.176,"D14_032518_0995_XN_80S281W",-83.35,85.12,400,300
486149,0.075,0.125,"D14_032518_0995_XN_80S281W",-83.29,84.91,400,900
486150,0.378,0.230,"D14_032518_0995_XN_80S281W",-83.24,84.71,400,1500
486151,0.546,0.122,"D14_032518_0995_XN_80S281W",-83.18,84.50,400,2100
486152,0.208,0.171,"D14_032518_0995_XN_80S281W",-83.13,84.30,400,2700
486153,0.157,0.108,"D14_032518_0995_XN_80S281W",-83.07,84.11,400,3300
486154,0.442,0.061,"D14_032518_0995_XN_80S281W",-83.01,83.91,400,3900
486155,0.295,0.228,"D14_032518_0995_XN_80S281W",-82.96,83.72,400,4500
486156,0.283,0.219,"D14_032518_0995_XN_80S281W",-82.90,83.53,400,5100
486157,0.313,0.074,"D14_032518_0995_XN_80S281W",-82.85,83.35,400,5700
486158,0.441,0.108,"D14_032518_0995_XN_80S281W",-82.79,83.17,400,6300
486159,0.042,0.174,"D14_032518_0995_XN_80S281W",-82.73,82.99,400,6900
486160,0.210,0.042,"D14_032518_0995_XN_80S281W",-82.68,82.81,400,7500
486161,0.155,0.041,"D14_032518_0995_XN_80S281W",-82.62,82.63,400,8100
486162,0.251,0.139,"D14_032518_0995_XN_80S281W",-82.56,82.46,400,8700
486163,0.393,0.112,"D14_032518_0995_XN_80S281W",-82.51,82.29,400,9300
486164,0.650,0.079,"D14_032518_0995_XN_80S281W",-82.45,82.13,400,9900
486165,0.642,0.042,"D14_032518_0995_XN_80S281W",-82.39,81.96,400,10500
486166,0.505,0.127,"D14_032518_0995_XN_80S281W",-82.34,81.80,400,11100
486167,0.544,0.076,"D14_032518_0995_XN_80S281W",-82.28,81.64,400,11700
486168,0.371,0.254,"D14_032518_0995_XN_80S281W",-82.22,81.48,400,12300
486169,0.083,0.041,"D14_032518_0995_XN_80S281W",-82.16,81.33,400,12900
486170,0.000,0.039,"D14_032518_0995_XN_80S281W",-82.11,81.17,400,13500
486171,0.139,0.044,"D14_032518_0995_XN_80S281W",-82.05,81.02,400,14100
486172,0.090,0.000,"D14_032518_0995_XN_80S281W",-81.99,80.87,400,14700
486173,0.000,0.000,"D14_032518_0995_XN_80S281W",-81.94,80.73,400,15300
486174,0.197,0.000,"D14_032518_0995_XN_80S281W",-81.88,80.58,400,15900
486175,0.036,0.000,"D14_032518_0995_XN_80S281W",-81.82,80.44,400,16500
486176,0.596,0.113,"D14_032518_0995_XN_80S281W",-81.76,80.30,400,17100
486177,0.311,0.058,"D14_032518_0995_XN_80S281W",-81.71,80.16,400,17700
486178,0.590,0.126,"D14_032518_0995_XN_80S281W",-81.65,80.02,400,18300
486179,0.572,0.044,"D14_032518_0995_XN_80S281W",-81.59,79.89,400,18900
486180,0.608,0.042,"D14_032518_0995_XN_80S281W",-81.53,79.75,400,19500
486181,0.120,0.032,"D14_032518_0995_XN_80S281W",-81.48,79.62,400,20100
486182,0.322,0.144,"D14_032518_0995_XN_80S281W",-81.42,79.49,400,20700
486183,0.024,0.082,"D14_032518_0995_XN_80S281W",-81.36,79.36,400,21300
486184,0.251,0.084,"D14_032518_0995_XN_80S281W",-81.30,79.24,400,21900
486185,0.286,0.000,"D14_032518_0995_XN_80S281W",-81.25,79.11,400,22500
486186,0.150,0.000,"D14_032518_0995_XN_80S281W",-81.19,78.99,400,23100
486187,0.307,0.127,"D14_032518_0995_XN_80S281W",-81.13,78.86,400,23700
486188,0.379,0.120,"D14_032518_0995_XN_80S281W",-81.07,78.74,400,24300
486189,0.629,0.037,"D14_032518_0995_XN_80S281W",-81.01,78.62,400,24900
486190,0.048,0.095,"D14_032518_0995_XN_80S281W",-80.96,78.51,400,25500
486191,0.132,0.208,"D14_032518_0995_XN_80S281W",-80.90,78.39,400,26100
486192,0.318,0.165,"D14_032518_0995_XN_80S281W",-80.84,78.27,400,26700
486193,0.000,0.090,"D14_032518_0995_XN_80S281W",-80.78,78.16,400,27300
486194,0.091,0.180,"D14_032518_0995_XN_80S281W",-80.72,78.05,400,27900
486195,0.301,0.073,"D14_032518_0995_XN_80S281W",-80.67,77.94,400,28500
486196,0.299,0.078,"D14_032518_0995_XN_80S281W",-80.61,77.83,400,29100
486197,0.217,0.024,"D14_032518_0995_XN_80S281W",-80.55,77.72,400,29700
486198,0.129,0.166,"D14_032518_0995_XN_80S281W",-80.49,77.61,400,30300
486199,0.000,0.114,"D14_032518_0995_XN_80S281W",-80.43,77.51,400,30900
486200,0.062,0.305,"D14_032518_0995_XN_80S281W",-80.37,77.40,400,31500
486201,0.108,0.350,"D14_032518_0995_XN_80S281W",-80.32,77.30,400,32100
486202,0.000,0.154,"D14_032518_0995_XN_80S281W",-80.26,77.20,400,32700
486203,0.000,0.110,"D14_032518_0995_XN_80S281W",-80.20,77.10,400,33300
486204,0.000,0.044,"D14_032518_0995_XN_80S281W",-80.14,77.00,400,33900
486205,0.042,0.041,"D14_032518_0995_XN_80S281W",-80.08,76.90,400,34500
486206,0.000,0.000,"D14_032518_0995_XN_80S281W",-80.02,76.80,400,35100
486207,0.000,0.073,"D14_032518_0995_XN_80S281W",-79.97,76.70,400,35700
486208,0.045,0.074,"D14_032518_0995_XN_80S281W",-79.91,76.61,400,36300
486209,0.048,0.022,"D14_032518_0995_XN_80S281W",-79.85,76.51,400,36900
486210,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.79,76.42,400,37500
486211,0.000,0.088,"D14_032518_0995_XN_80S281W",-79.73,76.33,400,38100
486212,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.67,76.24,400,38700
486213,0.000,0.277,"D14_032518_0995_XN_80S281W",-79.61,76.14,400,39300
486214,0.000,0.079,"D14_032518_0995_XN_80S281W",-79.56,76.05,400,39900
486215,0.000,0.068,"D14_032518_0995_XN_80S281W",-79.50,75.97,400,40500
486216,0.000,0.083,"D14_032518_0995_XN_80S281W",-79.44,75.88,400,41100
486217,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.38,75.79,400,41700
486218,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.32,75.71,400,42300
486219,0.048,0.106,"D14_032518_0995_XN_80S281W",-79.26,75.62,400,42900
486220,0.000,0.043,"D14_032518_0995_XN_80S281W",-79.20,75.54,400,43500
486221,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.14,75.45,400,44100
486222,0.083,0.000,"D14_032518_0995_XN_80S281W",-79.09,75.37,400,44700
486223,0.042,0.032,"D14_032518_0995_XN_80S281W",-79.03,75.29,400,45300
486224,0.091,0.040,"D14_032518_0995_XN_80S281W",-78.97,75.21,400,45900
486225,0.050,0.299,"D14_032518_0995_XN_80S281W",-78.91,75.13,400,46500
486226,0.000,0.461,"D14_032518_0995_XN_80S281W",-78.85,75.05,400,47100
486227,0.000,0.493,"D14_032518_0995_XN_80S281W",-78.79,74.97,400,47700
486228,0.000,0.497,"D14_032518_0995_XN_80S281W",-78.73,74.89,400,48300
486229,0.000,0.232,"D14_032518_0995_XN_80S281W",-78.67,74.82,400,48900
486230,0.011,0.496,"D14_032518_0995_XN_80S281W",-78.61,74.74,400,49500
486231,0.000,0.209,"D14_032518_0995_XN_80S281W",-78.55,74.66,400,50100
486232,0.016,0.145,"D14_032518_0995_XN_80S281W",-78.50,74.59,400,50700
486233,0.000,0.038,"D14_032518_0995_XN_80S281W",-78.44,74.51,400,51300
486234,0.043,0.039,"D14_032518_0995_XN_80S281W",-78.38,74.44,400,51900
486235,0.000,0.085,"D14_032518_0995_XN_80S281W",-78.32,74.37,400,52500
486236,0.000,0.255,"D14_032518_0995_XN_80S281W",-78.26,74.30,400,53100
486237,0.000,0.070,"D14_032518_0995_XN_80S281W",-78.20,74.22,400,53700
486238,0.000,0.413,"D14_032518_0995_XN_80S281W",-78.14,74.15,400,54300
486239,0.000,0.118,"D14_032518_0995_XN_80S281W",-78.08,74.08,400,54900
486240,0.000,0.000,"D14_032518_0995_XN_80S281W",-78.02,74.01,400,55500
486241,0.000,0.041,"D14_032518_0995_XN_80S281W",-77.96,73.95,400,56100
486242,0.000,0.000,"D14_032518_0995_XN_80S281W",-77.90,73.88,400,56700
486243,0.000,0.000,"D14_032518_0995_XN_80S281W",-77.85,73.81,400,57300
486244,0.081,0.056,"D14_032518_0995_XN_80S281W",-77.79,73.74,400,57900
486245,0.000,0.000,"D14_032518_0995_XN_80S281W",-77.73,73.68,400,58500
486246,0.091,0.049,"D14_032518_0995_XN_80S281W",-83.32,85.64,1200,300
486247,0.235,0.076,"D14_032518_0995_XN_80S281W",-83.27,85.43,1200,900
486248,0.146,0.114,"D14_032518_0995_XN_80S281W",-83.21,85.22,1200,1500
486249,0.512,0.135,"D14_032518_0995_XN_80S281W",-83.16,85.01,1200,2100
486250,0.281,0.131,"D14_032518_0995_XN_80S281W",-83.10,84.81,1200,2700
486251,0.039,0.119,"D14_032518_0995_XN_80S281W",-83.04,84.61,1200,3300
486252,0.052,0.141,"D14_032518_0995_XN_80S281W",-82.99,84.41,1200,3900
486253,0.274,0.000,"D14_032518_0995_XN_80S281W",-82.93,84.22,1200,4500
486254,0.203,0.022,"D14_032518_0995_XN_80S281W",-82.88,84.03,1200,5100
486255,0.314,0.080,"D14_032518_0995_XN_80S281W",-82.82,83.84,1200,5700
486256,0.177,0.037,"D14_032518_0995_XN_80S281W",-82.76,83.65,1200,6300
486257,0.344,0.148,"D14_032518_0995_XN_80S281W",-82.71,83.47,1200,6900
486258,0.124,0.075,"D14_032518_0995_XN_80S281W",-82.65,83.29,1200,7500
486259,0.279,0.046,"D14_032518_0995_XN_80S281W",-82.60,83.11,1200,8100
486260,0.081,0.099,"D14_032518_0995_XN_80S281W",-82.54,82.94,1200,8700
486261,0.369,0.103,"D14_032518_0995_XN_80S281W",-82.48,82.76,1200,9300
486262,0.409,0.120,"D14_032518_0995_XN_80S281W",-82.43,82.59,1200,9900
486263,0.822,0.042,"D14_032518_0995_XN_80S281W",-82.37,82.43,1200,10500
486264,0.651,0.000,"D14_032518_0995_XN_80S281W",-82.31,82.26,1200,11100
486265,0.643,0.025,"D14_032518_0995_XN_80S281W",-82.26,82.10,1200,11700
486266,0.202,0.067,"D14_032518_0995_XN_80S281W",-82.20,81.94,1200,12300
486267,0.109,0.000,"D14_032518_0995_XN_80S281W",-82.14,81.78,1200,12900
486268,0.086,0.000,"D14_032518_0995_XN_80S281W",-82.08,81.63,1200,13500
486269,0.179,0.071,"D14_032518_0995_XN_80S281W",-82.03,81.47,1200,14100
486270,0.197,0.036,"D14_032518_0995_XN_80S281W",-81.97,81.32,1200,14700
486271,0.114,0.000,"D14_032518_0995_XN_80S281W",-81.91,81.17,1200,15300
486272,0.133,0.041,"D14_032518_0995_XN_80S281W",-81.86,81.02,1200,15900
486273,0.193,0.094,"D14_032518_0995_XN_80S281W",-81.80,80.88,1200,16500
486274,0.691,0.191,"D14_032518_0995_XN_80S281W",-81.74,80.73,1200,17100
486275,0.164,0.114,"D14_032518_0995_XN_80S281W",-81.68,80.59,1200,17700
486276,0.309,0.046,"D14_032518_0995_XN_80S281W",-81.63,80.45,1200,18300
486277,0.438,0.041,"D14_032518_0995_XN_80S281W",-81.57,80.31,1200,18900
486278,0.083,0.031,"D14_032518_0995_XN_80S281W",-81.51,80.18,1200,19500
486279,0.161,0.028,"D14_032518_0995_XN_80S281W",-81.45,80.04,1200,20100
486280,0.241,0.050,"D14_032518_0995_XN_80S281W",-81.40,79.91,1200,20700
486281,0.048,0.073,"D14_032518_0995_XN_80S281W",-81.34,79.78,1200,21300
486282,0.290,0.036,"D14_032518_0995_XN_80S281W",-81.28,79.65,1200,21900
486283,0.213,0.120,"D14_032518_0995_XN_80S281W",-81.22,79.52,1200,22500
486284,0.122,0.090,"D14_032518_0995_XN_80S281W",-81.17,79.40,1200,23100
486285,0.050,0.051,"D14_032518_0995_XN_80S281W",-81.11,79.27,1200,23700
486286,0.273,0.079,"D14_032518_0995_XN_80S281W",-81.05,79.15,1200,24300
486287,0.360,0.158,"D14_032518_0995_XN_80S281W",-80.99,79.03,1200,24900
486288,0.040,0.321,"D14_032518_0995_XN_80S281W",-80.94,78.91,1200,25500
486289,0.361,0.145,"D14_032518_0995_XN_80S281W",-80.88,78.79,1200,26100
486290,0.214,0.291,"D14_032518_0995_XN_80S281W",-80.82,78.67,1200,26700
486291,0.137,0.099,"D14_032518_0995_XN_80S281W",-80.76,78.56,1200,27300
486292,0.324,0.091,"D14_032518_0995_XN_80S281W",-80.70,78.44,1200,27900
486293,0.434,0.109,"D14_032518_0995_XN_80S281W",-80.65,78.33,1200,28500
486294,0.168,0.170,"D14_032518_0995_XN_80S281W",-80.59,78.22,1200,29100
486295,0.204,0.078,"D14_032518_0995_XN_80S281W",-80.53,78.11,1200,29700
486296,0.310,0.134,"D14_032518_0995_XN_80S281W",-80.47,78.00,1200,30300
486297,0.000,0.309,"D14_032518_0995_XN_80S281W",-80.41,77.89,1200,30900
486298,0.049,0.447,"D14_032518_0995_XN_80S281W",-80.35,77.78,1200,31500
486299,0.000,0.130,"D14_032518_0995_XN_80S281W",-80.30,77.68,1200,32100
486300,0.000,0.371,"D14_032518_0995_XN_80S281W",-80.24,77.57,1200,32700
486301,0.000,0.154,"D14_032518_0995_XN_80S281W",-80.18,77.47,1200,33300
486302,0.000,0.041,"D14_032518_0995_XN_80S281W",-80.12,77.37,1200,33900
486303,0.000,0.076,"D14_032518_0995_XN_80S281W",-80.06,77.27,1200,34500
486304,0.000,0.004,"D14_032518_0995_XN_80S281W",-80.01,77.17,1200,35100
486305,0.000,0.027,"D14_032518_0995_XN_80S281W",-79.95,77.07,1200,35700
486306,0.000,0.136,"D14_032518_0995_XN_80S281W",-79.89,76.97,1200,36300
486307,0.037,0.070,"D14_032518_0995_XN_80S281W",-79.83,76.87,1200,36900
486308,0.000,0.039,"D14_032518_0995_XN_80S281W",-79.77,76.78,1200,37500
486309,0.000,0.085,"D14_032518_0995_XN_80S281W",-79.71,76.68,1200,38100
486310,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.65,76.59,1200,38700
486311,0.000,0.000,"D14_032518_0995_XN_80S281W",-79.60,76.50,1200,39300
486312,0.000,0.093,"D14_032518_0995_XN_80S281W",-79.54,76.41,1200,39900
486313,0.044,0.081,"D14_032518_0995_XN_80S281W",-79.48,76.32,1200,40500
486314,0.000,0.075,"D14_032518_0995_XN_80S281W",-79.42,76.23,1200,41100
486315,0.000,0.043,"D14_032518_0995_XN_80S281W",-79.36,76.14,1200,41700
486316,0.044,0.037,"D14_032518_0995_XN_80S281W",-79.30,76.05,1200,42300
486317,0.077,0.061,"D14_032518_0995_XN_80S281W",-79.24,75.96,1200,42900
486318,0.000,0.036,"D14_032518_0995_XN_80S281W",-79.19,75.88,1200,43500
486319,0.000,0.208,"D14_032518_0995_XN_80S281W",-79.13,75.79,1200,44100
486320,0.000,0.177,"D14_032518_0995_XN_80S281W",-79.07,75.71,1200,44700
486321,0.000,0.159,"D14_032518_0995_XN_80S281W",-79.01,75.63,1200,45300
486322,0.038,0.000,"D14_032518_0995_XN_80S281W",-78.95,75.54,1200,45900
486323,0.000,0.270,"D14_032518_0995_XN_80S281W",-78.89,75.46,1200,46500
486324,0.000,0.185,"D14_032518_0995_XN_80S281W",-78.83,75.38,1200,47100
486325,0.000,0.326,"D14_032518_0995_XN_80S281W",-78.77,75.30,1200,47700
486326,0.000,0.481,"D14_032518_0995_XN_80S281W",-78.71,75.22,1200,48300
486327,0.000,0.447,"D14_032518_0995_XN_80S281W",-78.66,75.14,1200,48900
486328,0.000,0.292,"D14_032518_0995_XN_80S281W",-78.60,75.06,1200,49500
486329,0.042,0.089,"D14_032518_0995_XN_80S281W",-78.54,74.99,1200,50100
486330,0.083,0.250,"D14_032518_0995_XN_80S281W",-78.48,74.91,1200,50700
486331,0.000,0.146,"D14_032518_0995_XN_80S281W",-78.42,74.84,1200,51300
486332,0.000,0.000,"D14_032518_0995_XN_80S281W",-78.36,74.76,1200,51900
486333,0.000,0.000,"D14_032518_0995_XN_80S281W",-78.30,74.69,1200,52500
486334,0.024,0.024,"D14_032518_0995_XN_80S281W",-78.24,74.61,1200,53100
486335,0.000,0.000,"D14_032518_0995_XN_80S281W",-78.18,74.54,1200,53700
486336,0.000,0.000,"D14_032518_0995_XN_80S281W",-78.13,74.47,1200,54300
486337,0.000,0.041,"D14_032518_0995_XN_80S281W",-78.07,74.40,1200,54900
486338,0.045,0.116,"D14_032518_0995_XN_80S281W",-78.01,74.32,1200,55500
486339,0.000,0.039,"D14_032518_0995_XN_80S281W",-77.95,74.25,1200,56100
486340,0.074,0.022,"D14_032518_0995_XN_80S281W",-77.89,74.18,1200,56700
486341,0.039,0.137,"D14_032518_0995_XN_80S281W",-77.83,74.12,1200,57300
486342,0.000,0.000,"D14_032518_0995_XN_80S281W",-77.77,74.05,1200,57900
486343,0.000,0.032,"D14_032518_0995_XN_80S281W",-77.71,73.98,1200,58500
486344,0.070,0.000,"D14_032518_0995_XN_80S281W",-83.30,86.16,2000,300
486345,0.047,0.086,"D14_032518_0995_XN_80S281W",-83.24,85.94,2000,900
486346,0.254,0.000,"D14_032518_0995_XN_80S281W",-83.19,85.73,2000,1500
486347,0.186,0.000,"D14_032518_0995_XN_80S281W",-83.13,85.52,2000,2100
486348,0.734,0.000,"D14_032518_0995_XN_80S281W",-83.07,85.31,2000,2700
486349,0.306,0.119,"D14_032518_0995_XN_80S281W",-83.02,85.11,2000,3300
486350,0.041,0.180,"D14_032518_0995_XN_80S281W",-82.96,84.91,2000,3900
486351,0.180,0.042,"D14_032518_0995_XN_80S281W",-82.91,84.71,2000,4500
486352,0.196,0.000,"D14_032518_0995_XN_80S281W",-82.85,84.51,2000,5100
486353,0.242,0.033,"D14_032518_0995_XN_80S281W",-82.80,84.32,2000,5700
486354,0.265,0.000,"D14_032518_0995_XN_80S281W",-82.74,84.13,2000,6300
486355,0.131,0.031,"D14_032518_0995_XN_80S281W",-82.68,83.95,2000,6900
486356,0.171,0.000,"D14_032518_0995_XN_80S281W",-82.63,83.77,2000,7500
486357,0.232,0.042,"D14_032518_0995_XN_80S281W",-82.57,83.58,2000,8100
486358,0.502,0.000,"D14_032518_0995_XN_80S281W",-82.51,83.41,2000,8700
486359,0.183,0.118,"D14_032518_0995_XN_80S281W",-82.46,83.23,2000,9300
486360,0.284,0.058,"D14_032518_0995_XN_80S281W",-82.40,83.06,2000,9900
486361,0.782,0.085,"D14_032518_0995_XN_80S281W",-82.34,82.89,2000,10500
486362,0.478,0.042,"D14_032518_0995_XN_80S281W",-82.29,82.72,2000,11100
486363,0.587,0.041,"D14_032518_0995_XN_80S281W",-82.23,82.56,2000,11700
486364,0.181,0.085,"D14_032518_0995_XN_80S281W",-82.17,82.39,2000,12300
486365,0.165,0.038,"D14_032518_0995_XN_80S281W",-82.12,82.23,2000,12900
486366,0.221,0.029,"D14_032518_0995_XN_80S281W",-82.06,82.07,2000,13500
486367,0.187,0.043,"D14_032518_0995_XN_80S281W",-82.00,81.92,2000,14100
486368,0.117,0.037,"D14_032518_0995_XN_80S281W",-81.95,81.76,2000,14700
486369,0.176,0.000,"D14_032518_0995_XN_80S281W",-81.89,81.61,2000,15300
486370,0.123,0.033,"D14_032518_0995_XN_80S281W",-81.83,81.46,2000,15900
486371,0.119,0.078,"D14_032518_0995_XN_80S281W",-81.78,81.31,2000,16500
486372,0.182,0.141,"D14_032518_0995_XN_80S281W",-81.72,81.17,2000,17100
486373,0.080,0.018,"D14_032518_0995_XN_80S281W",-81.66,81.02,2000,17700
